,object_id,funding_round_code,raised_amount_usd,participants,a,angel,b,c,d,e,f,g,seed,time_since_founded
2249,c:6418,a,135160,2,1,0,0,0,0,0,0,0,0,0
15145,c:80955,seed,350000,0,0,0,0,0,0,0,0,0,1,0
18196,c:153556,seed,100000,0,0,0,0,0,0,0,0,0,1,0
18197,c:153557,seed,100000,0,0,0,0,0,0,0,0,0,1,0
30324,c:147801,a,6400000,1,1,0,0,0,0,0,0,0,0,0
2268,c:5171,seed,1032862,0,0,0,0,0,0,0,0,0,1,0
18200,c:153602,seed,2000000,0,0,0,0,0,0,0,0,0,1,0
18201,c:153616,angel,144150,0,0,1,0,0,0,0,0,0,0,0
15116,c:80735,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2280,c:6570,seed,10000,0,0,0,0,0,0,0,0,0,1,0
2281,c:5796,angel,1000000,1,0,1,0,0,0,0,0,0,0,0
30298,c:173749,seed,1750000,9,0,0,0,0,0,0,0,0,1,0
2286,c:6626,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2288,c:6632,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2297,c:6726,a,9400000,0,1,0,0,0,0,0,0,0,0,0
15096,c:53063,seed,50000,2,0,0,0,0,0,0,0,0,1,0
18233,c:153798,seed,37150,0,0,0,0,0,0,0,0,0,1,0
2436,c:7365,angel,850000,0,0,1,0,0,0,0,0,0,0,0
30166,c:236558,seed,866032.61638225255973,2,0,0,0,0,0,0,0,0,1,0
2439,c:7388,seed,10000,0,0,0,0,0,0,0,0,0,1,0
14937,c:79252,seed,866032.61638225255973,2,0,0,0,0,0,0,0,0,1,0
18339,c:154608,seed,30000,0,0,0,0,0,0,0,0,0,1,0
2541,c:8073,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
2546,c:8096,seed,300000,0,0,0,0,0,0,0,0,0,1,0
2560,c:8230,seed,1400000,0,0,0,0,0,0,0,0,0,1,0
14919,c:79098,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
30066,c:273711,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,0
2571,c:7386,seed,500000,0,0,0,0,0,0,0,0,0,1,0
14918,c:65830,seed,250000,1,0,0,0,0,0,0,0,0,1,0
14913,c:77953,seed,501501,0,0,0,0,0,0,0,0,0,1,0
2581,c:8418,angel,280000,0,0,1,0,0,0,0,0,0,0,0
18358,c:153498,seed,300000,0,0,0,0,0,0,0,0,0,1,0
30055,c:273570,angel,50000,1,0,1,0,0,0,0,0,0,0,0
2589,c:8517,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
18365,c:155548,seed,200000,0,0,0,0,0,0,0,0,0,1,0
2599,c:8515,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
2600,c:8549,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
2520,c:7978,seed,2958333,5,0,0,0,0,0,0,0,0,1,0
14958,c:79475,seed,350000,1,0,0,0,0,0,0,0,0,1,0
14959,c:79478,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
14960,c:79479,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2440,c:7418,angel,800000,0,0,1,0,0,0,0,0,0,0,0
30164,c:274198,seed,1700000,8,0,0,0,0,0,0,0,0,1,0
2446,c:7452,seed,400000,0,0,0,0,0,0,0,0,0,1,0
15010,c:79828,seed,20000,1,0,0,0,0,0,0,0,0,1,0
15009,c:79822,seed,50000,0,0,0,0,0,0,0,0,0,1,0
18277,c:154298,a,200000,0,1,0,0,0,0,0,0,0,0,0
30155,c:274151,seed,100000,1,0,0,0,0,0,0,0,0,1,0
2460,c:7493,seed,15000,2,0,0,0,0,0,0,0,0,1,0
15165,c:80960,seed,250000,0,0,0,0,0,0,0,0,0,1,0
2461,c:7502,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2468,c:1224,seed,500000,2,0,0,0,0,0,0,0,0,1,0
2469,c:7565,angel,300000,0,0,1,0,0,0,0,0,0,0,0
18304,c:154793,seed,20000,1,0,0,0,0,0,0,0,0,1,0
2475,c:7638,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
2478,c:7665,angel,1500000,1,0,1,0,0,0,0,0,0,0,0
18307,c:154841,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
2486,c:7693,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
30126,c:273991,angel,10000,0,0,1,0,0,0,0,0,0,0,0
2466,c:7539,seed,183687,0,0,0,0,0,0,0,0,0,1,0
30354,c:274932,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
2222,c:6271,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2211,c:6219,seed,300000,2,0,0,0,0,0,0,0,0,1,0
15395,c:83014,seed,50000,2,0,0,0,0,0,0,0,0,1,0
1976,c:5165,a,6852075.901187812016,0,1,0,0,0,0,0,0,0,0,0
15393,c:83009,a,1000000,1,1,0,0,0,0,0,0,0,0,0
18036,c:152343,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
1987,c:5240,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
30553,c:276765,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
15373,c:82860,seed,250000,0,0,0,0,0,0,0,0,0,1,0
30544,c:276676,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
30542,c:276649,seed,240000,0,0,0,0,0,0,0,0,0,1,0
18046,c:12052,a,1600000,0,1,0,0,0,0,0,0,0,0,0
18057,c:142873,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,0
18061,c:152519,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
2028,c:5244,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,0
2035,c:184,angel,700000,4,0,1,0,0,0,0,0,0,0,0
2038,c:5429,a,23000000,1,1,0,0,0,0,0,0,0,0,0
30527,c:276265,seed,20000,1,0,0,0,0,0,0,0,0,1,0
2048,c:93,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
18032,c:152308,seed,20000,1,0,0,0,0,0,0,0,0,1,0
15398,c:83039,angel,600000,1,0,1,0,0,0,0,0,0,0,0
15400,c:83072,seed,10000,0,0,0,0,0,0,0,0,0,1,0
18031,c:152306,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
15515,c:83918,seed,250000,0,0,0,0,0,0,0,0,0,1,0
1837,c:1972,seed,4000000,3,0,0,0,0,0,0,0,0,1,0
15494,c:83732,seed,40000,0,0,0,0,0,0,0,0,0,1,0
30647,c:277430,angel,490000,2,0,1,0,0,0,0,0,0,0,0
15492,c:83730,angel,25831,0,0,1,0,0,0,0,0,0,0,0
17963,c:151708,seed,1000,0,0,0,0,0,0,0,0,0,1,0
15458,c:27214,seed,351019,0,0,0,0,0,0,0,0,0,1,0
15457,c:27214,seed,351019,1,0,0,0,0,0,0,0,0,1,0
30519,c:276007,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
1903,c:62,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,0
18011,c:152057,angel,452865,0,0,1,0,0,0,0,0,0,0,0
18022,c:152171,seed,163891,0,0,0,0,0,0,0,0,0,1,0
15423,c:83288,seed,20000,0,0,0,0,0,0,0,0,0,1,0
15420,c:83243,seed,5000,0,0,0,0,0,0,0,0,0,1,0
1937,c:4938,seed,144828,1,0,0,0,0,0,0,0,0,1,0
18026,c:152213,seed,100000,0,0,0,0,0,0,0,0,0,1,0
1945,c:4986,seed,1500000,1,0,0,0,0,0,0,0,0,1,0
1955,c:5053,angel,500000,0,0,1,0,0,0,0,0,0,0,0
30611,c:236558,seed,120000,0,0,0,0,0,0,0,0,0,1,0
2601,c:2845,a,2500000,1,1,0,0,0,0,0,0,0,0,0
15314,c:60398,seed,15027819,1,0,0,0,0,0,0,0,0,1,0
30515,c:200875,seed,250000,1,0,0,0,0,0,0,0,0,1,0
2147,c:5963,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
15231,c:81658,angel,200000,0,0,1,0,0,0,0,0,0,0,0
15230,c:81655,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
15229,c:81636,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
18131,c:153135,seed,240630,1,0,0,0,0,0,0,0,0,1,0
2167,c:6034,seed,5906548,0,0,0,0,0,0,0,0,0,1,0
18141,c:153164,seed,125676,0,0,0,0,0,0,0,0,0,1,0
15216,c:81503,angel,49553,1,0,1,0,0,0,0,0,0,0,0
30385,c:275045,angel,100000,0,0,1,0,0,0,0,0,0,0,0
15210,c:65806,seed,1100000,1,0,0,0,0,0,0,0,0,1,0
15206,c:56686,angel,50000,0,0,1,0,0,0,0,0,0,0,0
2189,c:749,seed,250000,0,0,0,0,0,0,0,0,0,1,0
2196,c:6138,seed,736050,0,0,0,0,0,0,0,0,0,1,0
15196,c:81383,seed,2414850,2,0,0,0,0,0,0,0,0,1,0
30369,c:223894,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
15194,c:81381,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2207,c:6193,a,2000000,1,1,0,0,0,0,0,0,0,0,0
30412,c:275339,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
2139,c:5909,seed,50000,1,0,0,0,0,0,0,0,0,1,0
15248,c:81809,seed,4000,0,0,0,0,0,0,0,0,0,1,0
15251,c:44641,seed,2000000,1,0,0,0,0,0,0,0,0,1,0
2059,c:5534,angel,500000,0,0,1,0,0,0,0,0,0,0,0
2061,c:5557,seed,101475,1,0,0,0,0,0,0,0,0,1,0
2062,c:5567,angel,400000,0,0,1,0,0,0,0,0,0,0,0
18084,c:142873,a,6852075.901187812016,0,1,0,0,0,0,0,0,0,0,0
18085,c:142873,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,0
18094,c:152740,seed,25000,1,0,0,0,0,0,0,0,0,1,0
15291,c:81736,seed,127527,1,0,0,0,0,0,0,0,0,1,0
15290,c:82109,seed,197597,1,0,0,0,0,0,0,0,0,1,0
15311,c:82297,seed,10000,0,0,0,0,0,0,0,0,0,1,0
15289,c:82080,a,33000000,3,1,0,0,0,0,0,0,0,0,0
2100,c:5662,seed,5000000,0,0,0,0,0,0,0,0,0,1,0
2106,c:5691,a,4900000,4,1,0,0,0,0,0,0,0,0,0
2110,c:5706,seed,200000,0,0,0,0,0,0,0,0,0,1,0
15262,c:71904,seed,100000,1,0,0,0,0,0,0,0,0,1,0
2121,c:5729,seed,750000,2,0,0,0,0,0,0,0,0,1,0
18115,c:152899,seed,1000000,0,0,0,0,0,0,0,0,0,1,0
2127,c:5779,seed,15000,1,0,0,0,0,0,0,0,0,1,0
2128,c:5801,angel,832099.38937198067634,2,0,1,0,0,0,0,0,0,0,0
30492,c:275847,seed,50000,1,0,0,0,0,0,0,0,0,1,0
5268,c:45428,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
2602,c:3682,angel,110000,0,0,1,0,0,0,0,0,0,0,0
2608,c:8601,seed,250000,1,0,0,0,0,0,0,0,0,1,0
3183,c:12698,angel,1500000,0,0,1,0,0,0,0,0,0,0,0
18679,c:144382,seed,375000,1,0,0,0,0,0,0,0,0,1,0
3189,c:8460,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
3192,c:12783,seed,200000,0,0,0,0,0,0,0,0,0,1,0
29525,c:270144,seed,2500000,1,0,0,0,0,0,0,0,0,1,0
14426,c:75283,seed,250000,0,0,0,0,0,0,0,0,0,1,0
3202,c:9838,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,0
14416,c:75204,seed,15000,1,0,0,0,0,0,0,0,0,1,0
14414,c:75203,seed,15000,1,0,0,0,0,0,0,0,0,1,0
14413,c:75201,seed,15000,1,0,0,0,0,0,0,0,0,1,0
14412,c:75199,seed,15000,1,0,0,0,0,0,0,0,0,1,0
14411,c:75190,seed,15000,1,0,0,0,0,0,0,0,0,1,0
14410,c:75185,seed,15000,1,0,0,0,0,0,0,0,0,1,0
29514,c:202042,seed,1500000,0,0,0,0,0,0,0,0,0,1,0
3222,c:301,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
3231,c:13007,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
29482,c:269944,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
3180,c:12681,seed,1166220,1,0,0,0,0,0,0,0,0,1,0
29474,c:269834,seed,500000,1,0,0,0,0,0,0,0,0,1,0
29558,c:171347,seed,866032.61638225255973,3,0,0,0,0,0,0,0,0,1,0
14452,c:75435,seed,1044163,6,0,0,0,0,0,0,0,0,1,0
3069,c:11776,seed,100000,0,0,0,0,0,0,0,0,0,1,0
3087,c:11894,c,300000,0,0,0,0,1,0,0,0,0,0,0
14505,c:75883,a,4000000,0,1,0,0,0,0,0,0,0,0,0
14493,c:75827,seed,800000,1,0,0,0,0,0,0,0,0,1,0
3112,c:12104,seed,1250000,0,0,0,0,0,0,0,0,0,1,0
3119,c:12167,seed,900000,1,0,0,0,0,0,0,0,0,1,0
14475,c:75700,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
14471,c:75627,seed,691250,0,0,0,0,0,0,0,0,0,1,0
18664,c:157751,seed,12000,1,0,0,0,0,0,0,0,0,1,0
18666,c:157802,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
18667,c:157808,seed,866032.61638225255973,4,0,0,0,0,0,0,0,0,1,0
3145,c:12327,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
14458,c:75508,seed,45000,0,0,0,0,0,0,0,0,0,1,0
14457,c:75500,angel,325000,4,0,1,0,0,0,0,0,0,0,0
14455,c:75474,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
3156,c:12444,angel,1300000,1,0,1,0,0,0,0,0,0,0,0
3162,c:12524,angel,350000,0,0,1,0,0,0,0,0,0,0,0
18674,c:157165,seed,780000,0,0,0,0,0,0,0,0,0,1,0
14398,c:75058,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
3252,c:13128,seed,50000,0,0,0,0,0,0,0,0,0,1,0
3255,c:13156,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
3395,c:14187,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
3396,c:14219,seed,50000,0,0,0,0,0,0,0,0,0,1,0
18775,c:158707,seed,500000,0,0,0,0,0,0,0,0,0,1,0
3403,c:14396,angel,470000,0,0,1,0,0,0,0,0,0,0,0
3404,c:14397,seed,125000,0,0,0,0,0,0,0,0,0,1,0
3411,c:14483,seed,125000,1,0,0,0,0,0,0,0,0,1,0
3434,c:14710,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
3440,c:14774,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
3442,c:14791,angel,800000,0,0,1,0,0,0,0,0,0,0,0
3443,c:14816,seed,2700000,2,0,0,0,0,0,0,0,0,1,0
3446,c:14817,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
18809,c:158884,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
18813,c:102396,seed,75000,2,0,0,0,0,0,0,0,0,1,0
3455,c:14880,a,250000,1,1,0,0,0,0,0,0,0,0,0
14217,c:73598,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
14210,c:73525,seed,100000,0,0,0,0,0,0,0,0,0,1,0
18818,c:158910,seed,40331,1,0,0,0,0,0,0,0,0,1,0
3394,c:14171,seed,105000,0,0,0,0,0,0,0,0,0,1,0
3388,c:14095,angel,1000000,0,0,1,0,0,0,0,0,0,0,0
18772,c:158702,seed,2500000,1,0,0,0,0,0,0,0,0,1,0
14301,c:70692,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
3256,c:13162,seed,300000,0,0,0,0,0,0,0,0,0,1,0
14395,c:75011,angel,250000,0,0,1,0,0,0,0,0,0,0,0
18698,c:158040,seed,50000,1,0,0,0,0,0,0,0,0,1,0
3275,c:13285,seed,50000,0,0,0,0,0,0,0,0,0,1,0
18702,c:152156,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
3286,c:13410,angel,1000000,0,0,1,0,0,0,0,0,0,0,0
3291,c:5879,seed,71160,3,0,0,0,0,0,0,0,0,1,0
29414,c:269349,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
18632,c:157547,seed,2500000,0,0,0,0,0,0,0,0,0,1,0
29412,c:269313,angel,135000,0,0,1,0,0,0,0,0,0,0,0
29411,c:269303,seed,1000000,0,0,0,0,0,0,0,0,0,1,0
14342,c:74592,seed,100000,0,0,0,0,0,0,0,0,0,1,0
14338,c:74552,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
3334,c:1599,seed,15000,1,0,0,0,0,0,0,0,0,1,0
3337,c:13776,seed,15000,1,0,0,0,0,0,0,0,0,1,0
3340,c:13813,angel,500000,0,0,1,0,0,0,0,0,0,0,0
3345,c:13841,seed,58511,0,0,0,0,0,0,0,0,0,1,0
18758,c:90545,seed,19713,1,0,0,0,0,0,0,0,0,1,0
3312,c:13667,seed,414041,0,0,0,0,0,0,0,0,0,1,0
3058,c:11648,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
29666,c:244885,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
3053,c:11613,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
29908,c:61106,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
29902,c:195045,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2763,c:9607,seed,15000,2,0,0,0,0,0,0,0,0,1,0
2766,c:9610,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
2777,c:9730,seed,120000,2,0,0,0,0,0,0,0,0,1,0
14746,c:77866,seed,50000,0,0,0,0,0,0,0,0,0,1,0
2787,c:9747,seed,100000,0,0,0,0,0,0,0,0,0,1,0
14744,c:77850,seed,7500,0,0,0,0,0,0,0,0,0,1,0
2790,c:9758,seed,250000,0,0,0,0,0,0,0,0,0,1,0
14731,c:77758,angel,100000,0,0,1,0,0,0,0,0,0,0,0
14728,c:77736,seed,152824,0,0,0,0,0,0,0,0,0,1,0
2804,c:9811,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,0
14727,c:77726,seed,100000,1,0,0,0,0,0,0,0,0,1,0
2806,c:9776,a,13000000,3,1,0,0,0,0,0,0,0,0,0
18508,c:156667,seed,100000,1,0,0,0,0,0,0,0,0,1,0
2828,c:10021,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
2834,c:10092,angel,100000,0,0,1,0,0,0,0,0,0,0,0
14777,c:77989,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2749,c:9539,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
18456,c:948,seed,790146,1,0,0,0,0,0,0,0,0,1,0
2746,c:9526,seed,1750000,0,0,0,0,0,0,0,0,0,1,0
14874,c:78645,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
2619,c:8689,seed,1000000,3,0,0,0,0,0,0,0,0,1,0
2635,c:8786,seed,157260,1,0,0,0,0,0,0,0,0,1,0
2638,c:8817,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
30010,c:218616,angel,100000,1,0,1,0,0,0,0,0,0,0,0
2648,c:8923,seed,140000,0,0,0,0,0,0,0,0,0,1,0
18409,c:139917,seed,2000000,2,0,0,0,0,0,0,0,0,1,0
14830,c:78449,seed,25000,1,0,0,0,0,0,0,0,0,1,0
18511,c:139380,seed,1700000,4,0,0,0,0,0,0,0,0,1,0
18424,c:156087,seed,756580,1,0,0,0,0,0,0,0,0,1,0
2678,c:9098,seed,329250,3,0,0,0,0,0,0,0,0,1,0
2681,c:9112,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
2689,c:9240,angel,500000,0,0,1,0,0,0,0,0,0,0,0
18433,c:156160,seed,1850000,5,0,0,0,0,0,0,0,0,1,0
18446,c:156236,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
14798,c:78164,angel,66230,2,0,1,0,0,0,0,0,0,0,0
2719,c:9401,angel,250000,1,0,1,0,0,0,0,0,0,0,0
18453,c:155621,seed,15000,1,0,0,0,0,0,0,0,0,1,0
2672,c:9009,seed,1356210,1,0,0,0,0,0,0,0,0,1,0
14886,c:78748,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
18512,c:156694,seed,38817,1,0,0,0,0,0,0,0,0,1,0
18540,c:156945,seed,30000,0,0,0,0,0,0,0,0,0,1,0
14597,c:75703,a,5000000,1,1,0,0,0,0,0,0,0,0,0
29716,c:270681,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
14590,c:76723,seed,300000,2,0,0,0,0,0,0,0,0,1,0
29712,c:271255,seed,200000,0,0,0,0,0,0,0,0,0,1,0
2986,c:10971,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
29711,c:268424,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
14582,c:76666,seed,305000,1,0,0,0,0,0,0,0,0,1,0
3001,c:11297,angel,250000,0,0,1,0,0,0,0,0,0,0,0
18613,c:71035,angel,680750,0,0,1,0,0,0,0,0,0,0,0
3016,c:11383,seed,90000,0,0,0,0,0,0,0,0,0,1,0
18618,c:157461,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
14568,c:76513,seed,350000,0,0,0,0,0,0,0,0,0,1,0
14559,c:76309,seed,40000,0,0,0,0,0,0,0,0,0,1,0
29680,c:270983,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
18619,c:157501,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
14548,c:76227,seed,200000,1,0,0,0,0,0,0,0,0,1,0
3044,c:11563,seed,1600000,1,0,0,0,0,0,0,0,0,1,0
2965,c:10973,seed,100000,0,0,0,0,0,0,0,0,0,1,0
2963,c:10963,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2962,c:10947,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2957,c:10887,seed,35000,0,0,0,0,0,0,0,0,0,1,0
18541,c:156965,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
2863,c:10226,seed,150000,2,0,0,0,0,0,0,0,0,1,0
29822,c:272016,seed,1500000,0,0,0,0,0,0,0,0,0,1,0
2868,c:2412,a,3013474,0,1,0,0,0,0,0,0,0,0,0
18556,c:157019,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
18559,c:157042,seed,2623000,1,0,0,0,0,0,0,0,0,1,0
14659,c:77210,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
2887,c:10376,a,1290000,1,1,0,0,0,0,0,0,0,0,0
14698,c:35967,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
2888,c:10378,seed,50000,0,0,0,0,0,0,0,0,0,1,0
2897,c:10436,seed,20000,0,0,0,0,0,0,0,0,0,1,0
18566,c:157072,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
14634,c:77048,angel,400000,0,0,1,0,0,0,0,0,0,0,0
14630,c:77019,seed,25000,1,0,0,0,0,0,0,0,0,1,0
2937,c:10669,angel,1200000,0,0,1,0,0,0,0,0,0,0,0
18590,c:157203,seed,967750,2,0,0,0,0,0,0,0,0,1,0
2942,c:10810,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
2955,c:10873,seed,500000,0,0,0,0,0,0,0,0,0,1,0
14657,c:77204,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
1823,c:4227,angel,7000,0,0,1,0,0,0,0,0,0,0,0
27305,c:225716,seed,100000,0,0,0,0,0,0,0,0,0,1,0
27288,c:247470,angel,100000,0,0,1,0,0,0,0,0,0,0,0
7873,c:40074,b,5000000,1,0,0,1,0,0,0,0,0,0,0
7880,c:40104,seed,200000,1,0,0,0,0,0,0,0,0,1,0
22072,c:185898,seed,800000,0,0,0,0,0,0,0,0,0,1,0
22073,c:185922,angel,30000,1,0,1,0,0,0,0,0,0,0,0
22088,c:185968,seed,7778,0,0,0,0,0,0,0,0,0,1,0
22108,c:186158,seed,700000,3,0,0,0,0,0,0,0,0,1,0
22112,c:182568,seed,150000,0,0,0,0,0,0,0,0,0,1,0
10277,c:48489,a,6852075.901187812016,0,1,0,0,0,0,0,0,0,0,0
22123,c:186248,seed,268028,0,0,0,0,0,0,0,0,0,1,0
10271,c:48338,seed,500000,2,0,0,0,0,0,0,0,0,1,0
10261,c:48041,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
10259,c:48403,seed,106652,0,0,0,0,0,0,0,0,0,1,0
22132,c:186335,seed,10000,1,0,0,0,0,0,0,0,0,1,0
7946,c:40460,seed,4000000,1,0,0,0,0,0,0,0,0,1,0
7950,c:40465,a,1672640,2,1,0,0,0,0,0,0,0,0,0
7962,c:40562,seed,402500,6,0,0,0,0,0,0,0,0,1,0
22164,c:186562,seed,866032.61638225255973,2,0,0,0,0,0,0,0,0,1,0
7872,c:40074,a,5000000,1,1,0,0,0,0,0,0,0,0,0
7974,c:2398,seed,100000,1,0,0,0,0,0,0,0,0,1,0
22046,c:185663,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
10364,c:16414,a,4000000,0,1,0,0,0,0,0,0,0,0,0
24690,c:222385,angel,832099.38937198067634,0,0,1,0,0,0,0,0,0,0,0
10444,c:49126,seed,500000,0,0,0,0,0,0,0,0,0,1,0
21941,c:184800,angel,25000,0,0,1,0,0,0,0,0,0,0,0
24687,c:222360,seed,150000,0,0,0,0,0,0,0,0,0,1,0
7794,c:39534,angel,600000,0,0,1,0,0,0,0,0,0,0,0
7796,c:39540,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,0
24668,c:222205,seed,866032.61638225255973,4,0,0,0,0,0,0,0,0,1,0
21946,c:184840,seed,181000,0,0,0,0,0,0,0,0,0,1,0
10429,c:41649,seed,12000,1,0,0,0,0,0,0,0,0,1,0
10427,c:49056,seed,18000,0,0,0,0,0,0,0,0,0,1,0
24646,c:221898,seed,150000,0,0,0,0,0,0,0,0,0,1,0
21988,c:185146,seed,100000,1,0,0,0,0,0,0,0,0,1,0
21999,c:185291,angel,432450,0,0,1,0,0,0,0,0,0,0,0
24629,c:221758,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
7847,c:39835,seed,100000,0,0,0,0,0,0,0,0,0,1,0
7855,c:39861,seed,44000,1,0,0,0,0,0,0,0,0,1,0
22034,c:169975,seed,290205,1,0,0,0,0,0,0,0,0,1,0
22043,c:185647,a,10200000,2,1,0,0,0,0,0,0,0,0,0
24494,c:194860,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
7983,c:39942,seed,866032.61638225255973,2,0,0,0,0,0,0,0,0,1,0
7990,c:40757,seed,600000,0,0,0,0,0,0,0,0,0,1,0
8115,c:27145,seed,1500000,5,0,0,0,0,0,0,0,0,1,0
24344,c:150867,angel,1100000,2,0,1,0,0,0,0,0,0,0,0
22287,c:187522,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,0
24328,c:217738,seed,2000000,2,0,0,0,0,0,0,0,0,1,0
10068,c:47546,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,0
24319,c:176678,seed,500000,0,0,0,0,0,0,0,0,0,1,0
